"ID"	"Kalimantan Selatan"	"Kab. Barito Kuala"	"BDJ"	"Alalak"
"ID"	"Sumatera Selatan"	"Kota Palembang"	"PLM"	"Alang-Alang Lebar"
"ID"	"Ntb"	"Kab. Sumbawa"	"AMI"	"Alas"
"ID"	"Ntb"	"Kab. Sumbawa"	"AMI"	"Alas Barat"
"ID"	"Sumatera Utara"	"Kab. Nias"	"MES"	"Alasa"
"ID"	"Jawa Tengah"	"Kab. Kebumen"	"MGL"	"Aliyan"
"ID"	"Sulawesi Selatan"	"Kab. Enrekang"	"UPG"	"Alla"
"ID"	"Sulawesi Selatan"	"Kab. Enrekang"	"UPG"	"Alla Timur"
"ID"	"Sulawesi Barat"	"Kab. Polewali Mandar"	"UPG"	"Allu"
"ID"	"NTT"	"Kab. Sikka"	"KOE"	"Alok"
"ID"	"NTT"	"Kab. Alor"	"KOE"	"Alor Barat Daya"
"ID"	"NTT"	"Kab. Alor"	"KOE"	"Alor Barat Laut"
"ID"	"NTT"	"Kab. Alor"	"KOE"	"Alor Selatan"
"ID"	"NTT"	"Kab. Alor"	"KOE"	"Alor Tengah Utara"
"ID"	"NTT"	"Kab. Alor"	"KOE"	"Alor Timur"
"ID"	"NTT"	"Kab. Alor"	"KOE"	"Alor Timur Laut"
"ID"	"Kalimantan Selatan"	"Kab. Banjar"	"BDJ"	"Aluh Aluh"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amabioefeto Timur"
"ID"	"Maluku"	"Kab. Maluku Tengah"	"AMQ"	"Amahai"
"ID"	"Sulawesi Selatan"	"Kab. Bone"	"UPG"	"Amali"
"ID"	"NTT"	"Kab. Timor Tengah Selatan"	"KOE"	"Amanatun Selatan"
"ID"	"NTT"	"Kab. Timor Tengah Selatan"	"KOE"	"Amanatun Tengah"
"ID"	"NTT"	"Kab. Timor Tengah Selatan"	"KOE"	"Amanatun Timur"
"ID"	"NTT"	"Kab. Timor Tengah Selatan"	"KOE"	"Amanatun Utara"
"ID"	"Sumatera Utara"	"Kab. Nias Selatan"	"MES"	"Amandraya"
"ID"	"NTT"	"Kab. Timor Tengah Selatan"	"KOE"	"Amanuban Barat"
"ID"	"NTT"	"Kab. Timor Tengah Selatan"	"KOE"	"Amanuban Selatan"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amarasi"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amarasi Barat"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amarasi Selatan"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amarasi Timur"
"ID"	"Jawa Tengah"	"Kab. Kebumen"	"MGL"	"Ambal"
"ID"	"Kalimantan Barat"	"Kab. Sintang"	"PNK"	"Ambalau"
"ID"	"Kalimantan Barat"	"Kab. Melawi"	"PNK"	"Ambalau"
"ID"	"Ntb"	"Kab. Bima"	"AMI"	"Ambalawi"
"ID"	"Jawa Tengah"	"Kab. Semarang"	"SRG"	"Ambarawa"
"ID"	"Papua"	"Kab. Manokwari"	"SOQ"	"Amberbaken"
"ID"	"Maluku"	"Kota Ambon"	"AMQ"	"Ambon"
"ID"	"Jawa Timur"	"Kab. Jember"	"JBR"	"Ambulu"
"ID"	"Jawa Timur"	"Kab. Sumenep"	"SUB"	"Ambunten"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amfoang Barat Daya"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amfoang Barat Laut"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amfoang Selatan"
"ID"	"NTT"	"Kab. Kupang"	"KOE"	"Amfoang Utara"
"ID"	"Bali"	"Kab. Karangasem"	"DPS"	"Amlapura"
"ID"	"Sulawesi Tengah"	"Kab. Tojo Una-Una"	"PLW"	"Ampana Kota"
"ID"	"Sulawesi Tengah"	"Kab. Tojo Una-Una"	"PLW"	"Ampana Tete"
"ID"	"Sumatera Barat"	"Kab. Agam"	"PDG"	"Ampek Nagari"
"ID"	"Jawa Tengah"	"Kab. Boyolali"	"SOC"	"Ampel"
"ID"	"Jawa Timur"	"Kab. Malang"	"MXG"	"Ampelgading"
"ID"	"Jawa Tengah"	"Kab. Pemalang"	"SRG"	"Ampelgading"
"ID"	"Ntb"	"Kota Mataram"	"AMI"	"Ampenan"
"ID"	"Sulawesi Tengah"	"Kab. Parigi Moutong"	"PLW"	"Ampibabo"
"ID"	"Kalimantan Selatan"	"Kab. Hulu Sungai Utara"	"BDJ"	"Amuntai"
"ID"	"Kalimantan Selatan"	"Kab. Hulu Sungai Utara"	"BDJ"	"Amuntai Selatan"
"ID"	"Kalimantan Selatan"	"Kab. Hulu Sungai Utara"	"BDJ"	"Amuntai Tengah"
"ID"	"Kalimantan Selatan"	"Kab. Hulu Sungai Utara"	"BDJ"	"Amuntai Utara"
"ID"	"Sulawesi Utara"	"Kab. Minahasa Selatan"	"MDC"	"Amurang"
"ID"	"Lampung"	"Kab. Lampung Tengah"	"TKG"	"Anak Tuha"
"ID"	"Jawa Barat"	"Kota Bandung"	"BDO"	"Andir"
"ID"	"Sulawesi Tenggara"	"Kab. Konawe Utara/ Selatan"	"KDI"	"Andolo/Wanggodo"
"ID"	"Jawa Tengah"	"Kab. Boyolali"	"SOC"	"Andong"
"ID"	"Sulawesi Tenggara"	"Kab. Konawe Utara/ Selatan"	"KDI"	"Angata"
"ID"	"Kalimantan Timur"	"Kab. Kutai Kartanegara"	"SMD"	"Anggana"
"ID"	"Sulawesi Selatan"	"Kab. Enrekang"	"UPG"	"Anggeraja"
"ID"	"Sulawesi Selatan"	"Kab. Enrekang"	"UPG"	"Anggeraja Timur"
"ID"	"Papua"	"Kab. Manokwari"	"SOQ"	"Anggi"
"ID"	"Gorontalo"	"Kab. Gorontalo"	"GTO"	"Anggrek"
"ID"	"Gorontalo"	"Kab. Gorontalo Utara"	"GTO"	"Anggrek"
"ID"	"Papua"	"Kab. Yahukimo"	"DJJ"	"Anggruk"
"ID"	"Papua"	"Kab. Yapen Waropen"	"DJJ"	"Angkaisera"
"ID"	"Kalimantan Selatan"	"Kab. Hulu Sungai Selatan"	"BDJ"	"Angkinang"
"ID"	"Sulawesi Selatan"	"Kab. Luwu Timur"	"UPG"	"Angkona"
"ID"	"Banten"	"Kab. Pandeglang"	"CLG"	"Angsana"
"ID"	"Jawa Barat"	"Kab. Indramayu"	"CBN"	"Anjatan"
"ID"	"Kalimantan Selatan"	"Kab. Barito Kuala"	"BDJ"	"Anjir Muara"
"ID"	"Kalimantan Selatan"	"Kab. Barito Kuala"	"BDJ"	"Anjir Pasar"
"ID"	"Sulawesi Barat"	"Kab. Polewali Mandar"	"UPG"	"Anreapi"
"ID"	"Kalimantan Tengah"	"Kab. Kotawaringin Timur"	"PKY"	"Antang Kalang"
"ID"	"Banten"	"Kab. Serang"	"CLG"	"Anyar"
"ID"	"Papua"	"Kab. Jayawijaya"	"DJJ"	"Apalapsili"
"ID"	"Papua"	"Kab. Paniai"	"NBX"	"Aradide"
"ID"	"Jawa Barat"	"Kab. Indramayu"	"CBN"	"Arahan"
"ID"	"Sulawesi Barat"	"Kab. Mamasa"	"UPG"	"Aralle"
"ID"	"Papua Barat"	"Kab. Teluk Bintuni"	"SOQ"	"Aranday"
"ID"	"Kalimantan Selatan"	"Kab. Banjar"	"BDJ"	"Aranio"
"ID"	"Jawa Barat"	"Kota Bandung"	"BDO"	"Arcamanik"
"ID"	"Bengkulu"	"Kab. Bengkulu Utara"	"BKS"	"Arga Makmur"
"ID"	"Jawa Barat"	"Kab. Majalengka"	"CBN"	"Argapura"
"ID"	"Jawa Tengah"	"Kota Salatiga"	"SRG"	"Argomulyo"
"ID"	"Jawa Timur"	"Kab. Jember"	"JBR"	"Arjasa"
"ID"	"Jawa Timur"	"Kab Situbondo"	"PBL"	"Arjasa"
"ID"	"Jawa Timur"	"Kab. Sumenep"	"SUB"	"Arjasa"
"ID"	"Jawa Barat"	"Kab. Bandung"	"BDO"	"Arjasari"
"ID"	"Jawa Barat"	"Kab. Cirebon"	"CBN"	"Arjawinangun"
"ID"	"Jawa Timur"	"Kab. Pacitan"	"MDN"	"Arjosari"
"ID"	"Nad"	"Kab. Aceh Barat"	"BTJ"	"Arongan Lambalek"
"ID"	"Jawa Timur"	"Kab. Bangkalan"	"SUB"	"Arosbaya"
"ID"	"Sumatera Barat"	"Kab. Solok"	"PDG"	"Arosuka"
"ID"	"Sumatera Utara"	"Kab. Tapanuli Selatan"	"MES"	"Arse"
"ID"	"Papua"	"Kab. Keerom"	"DJJ"	"Arso"
"ID"	"Sulawesi Selatan"	"Kab. Jeneponto"	"UPG"	"Arungkeke"
"ID"	"Kalimantan Tengah"	"Kab. Kotawaringin Barat"	"PKY"	"Arut Selatan"
"ID"	"Kalimantan Tengah"	"Kab. Kotawaringin Barat"	"PKY"	"Arut Utara"
"ID"	"Ntb"	"Kota Bima"	"AMI"	"Asakota"
"ID"	"Jawa Timur"	"Kab Situbondo"	"PBL"	"Asembagus"
"ID"	"Jawa Timur"	"Kota Surabaya"	"SUB"	"Asemrowo"
"ID"	"Sulawesi Tenggara"	"Kab. Konawe"	"KDI"	"Asera"
"ID"	"Papua"	"Kab. Jayawijaya"	"DJJ"	"Asologaima"
"ID"	"Papua"	"Kab. Mappi"	"NBX"	"Assue"
"ID"	"Kalimantan Selatan"	"Kab. Banjar"	"BDJ"	"Astambul"
"ID"	"Jawa Barat"	"Kota Bandung"	"BDO"	"Astanaanyar"
"ID"	"Jawa Barat"	"Kab. Cirebon"	"CBN"	"Astanajapura"
"ID"	"NTT"	"Kab. Lembata"	"KOE"	"Atadei"
"ID"	"NTT"	"Kab. Belu"	"KOE"	"Atambua"
"ID"	"Gorontalo"	"Kab. Gorontalo"	"GTO"	"Atinggola"
"ID"	"Gorontalo"	"Kab. Gorontalo Utara"	"GTO"	"Atinggota"
"ID"	"Papua"	"Kab. Asmat"	"DJJ"	"Atsy"
"ID"	"Nad"	"Kab. Aceh Tengah"	"BTJ"	"Atu Lintang"
"ID"	"Sumatera Barat"	"Kota Bukit Tinggi"	"PDG"	"Aur Birugo Tigo Baleh"
"ID"	"Sulawesi Selatan"	"Kab. Tana Toraja Utara"	"UPG"	"Awan Rante Karua"
"ID"	"Kalimantan Selatan"	"Kab. Barito Timur"	"BDJ"	"Awang"
"ID"	"Sulawesi Selatan"	"Kab. Bone"	"UPG"	"Awangpone"
"ID"	"Kalimantan Selatan"	"Kab. Balangan"	"BDJ"	"Awayan"
"ID"	"Jawa Tengah"	"Kab. Kebumen"	"MGL"	"Ayah"
"ID"	"Papua Barat"	"Kab. Sorong Selatan"	"SOQ"	"Ayamaru"
"ID"	"Papua Barat"	"Kab. Sorong Selatan"	"SOQ"	"Ayamaru Utara"
"ID"	"NTT"	"Kab. Rote Ndao"	"KOE"	"Baa"
"ID"	"Kalimantan Tengah"	"Kab. Kotawaringin Timur"	"PKY"	"Baamang"
"ID"	"Jawa Timur"	"Kab. Ponorogo"	"MDN"	"Babadan"
"ID"	"Nad"	"Kab. Aceh Barat Daya"	"BTJ"	"Babah Rot"
"ID"	"Jawa Barat"	"Kab. Cirebon"	"CBN"	"Babakan"
"ID"	"Jawa Barat"	"Kab. Bogor"	"BOO"	"Babakan Madang"
"ID"	"Jawa Barat"	"Kab. Purwakarta"	"BDO"	"Babakancikao"
"ID"	"Jawa Barat"	"Kota Bandung"	"BDO"	"Babakanciparay"
"ID"	"Sumatera Utara"	"Kab. Langkat"	"MES"	"Babalan"
"ID"	"Jawa Timur"	"Kab. Lamongan"	"SUB"	"Babat"
"ID"	"Sumatera Selatan"	"Kab. Musi Banyuasin"	"PLM"	"Babat Toman"
"ID"	"Jawa Barat"	"Kab. Bekasi"	"BKI"	"Babelan"
"ID"	"Kalimantan Selatan"	"Kab. Hulu Sungai Utara"	"BDJ"	"Babirik"
"ID"	"Papua Barat"	"Kab. Teluk Bintuni"	"SOQ"	"Babo"
"ID"	"Nad"	"Kab. Aceh Tenggara"	"BTJ"	"Babul Makmur"
"ID"	"Nad"	"Kab. Aceh Tenggara"	"BTJ"	"Babul Rahmat"
"ID"	"Kalimantan Timur"	"Kab. Panajam Paser Utara"	"BPN"	"Babulu"
"ID"	"Nad"	"Kab. Aceh Tenggara"	"BTJ"	"Babussalam"
"ID"	"Maluku Utara"	"Kab. Halmahera Selatan"	"TTE"	"Bacan"
"ID"	"Maluku Utara"	"Kab. Halmahera Selatan"	"TTE"	"Bacan Selatan"
"ID"	"Maluku Utara"	"Kab. Halmahera Selatan"	"TTE"	"Bacan Timur"
"ID"	"Sulawesi Selatan"	"Kota Pare-Pare"	"UPG"	"Bacukiki"
"ID"	"Nad"	"Kab. Aceh Tenggara"	"BTJ"	"Badar"
"ID"	"Bangka Belitung"	"Kab. Belitung"	"TJQ"	"Badau"
"ID"	"Kalimantan Barat"	"Kab. Kapuas Hulu"	"PNK"	"Badau"
"ID"	"Jawa Timur"	"Kab. Ponorogo"	"MDN"	"Badegan"
"ID"	"Sumatera Utara"	"Kab. Tapanuli Tengah"	"MES"	"Badiri"
"ID"	"Jawa Tengah"	"Kab. Kudus"	"SRG"	"Bae"
"ID"	"Sulawesi Selatan"	"Kab. Luwu Utara"	"UPG"	"Baebunta"
"ID"	"Riau"	"Kab. Rokan Hilir"	"PKU"	"Bagan Siapi-api"
"ID"	"Riau"	"Kab. Rokan Hilir"	"PKU"	"Bagan Sinembah"
"ID"	"Jawa Tengah"	"Kab. Purworejo"	"MGL"	"Bagelen"
"ID"	"Jawa Timur"	"Kab. Nganjuk"	"SUB"	"Bagor"
"ID"	"Sulawesi Tengah"	"Kab. Morowali"	"PLW"	"Bahodopi"
"ID"	"Lampung"	"Kab. Way Kanan"	"TKG"	"Bahuga"
"ID"	"Nad"	"Kota Banda Aceh"	"BTJ"	"Baiturrahman"
"ID"	"Nad"	"Kab. Aceh Besar"	"BTJ"	"Baitussalam"
"ID"	"NTT"	"Kab. Ngada"	"KOE"	"Bajawa"
"ID"	"Sulawesi Selatan"	"Kab. Goa"	"UPG"	"Bajeng"
"ID"	"Sulawesi Selatan"	"Kab. Luwu Utara"	"UPG"	"Bajo"
"ID"	"Jambi"	"Kab. Batang Hari"	"DJB"	"Bajubang"
"ID"	"Bangka Belitung"	"Kab. Bangka"	"PGK"	"Bakam"
"ID"	"Kalimantan Selatan"	"Kab. Tampin"	"BDJ"	"Bakarangan"
"ID"	"Lampung"	"Kab. Lampung Selatan"	"TKG"	"Bakauheuni"
"ID"	"Jawa Tengah"	"Kab. Sukoharjo"	"SOC"	"Baki"
"ID"	"Nad"	"Kab. Aceh Selatan"	"BTJ"	"Bakongan"
"ID"	"Nad"	"Kab. Aceh Selatan"	"BTJ"	"Bakongan Timur"
"ID"	"Nad"	"Kab. Aceh Utara"	"BTJ"	"Baktia"
"ID"	"Nad"	"Kab. Aceh Utara"	"BTJ"	"Baktia Barat"
"ID"	"Sumatera Utara"	"Kab. Humbang Hasudutan"	"MES"	"Baktiraja"
"ID"	"Kalimantan Selatan"	"Kab. Barito Kuala"	"BDJ"	"Bakumpai"
"ID"	"Jawa Timur"	"Kab. Blitar"	"MXG"	"Bakung"
"ID"	"Sulawesi Tengah"	"Kab. Donggala"	"PLW"	"Balaesang"
"ID"	"Kalimantan Barat"	"Kab. Sanggau"	"PNK"	"Balai"
"ID"	"Kalimantan Tengah"	"Kab. Sukamara"	"PKY"	"Balai Riam"
"ID"	"Sulawesi Barat"	"Kab. Polewali Mandar"	"UPG"	"Balanipa"
"ID"	"Sulawesi Tengah"	"Kab. Banggai"	"PLW"	"Balantak"
"ID"	"Jawa Tengah"	"Kab. Tegal"	"SRG"	"Balapulang"
"ID"	"Banten"	"Kab. Tangerang"	"TGR"	"Balaraja"
"ID"	"Jawa Barat"	"Kab. Bandung"	"BDO"	"Baleendah"
"ID"	"Jawa Timur"	"Kab. Bangkalan"	"SUB"	"Balega"
"ID"	"Jawa Tengah"	"Kab. Bojonegoro"	"SRG"	"Balen"
"ID"	"Jawa Timur"	"Kab. Madiun"	"MDN"	"Balerejo"
"ID"	"Sumatera Utara"	"Kab. Toba Samosir"	"MES"	"Balige"
"ID"	"Lampung"	"Kab. Lampung Barat"	"TKG"	"Balik Bukit"
"ID"	"Kalimantan Timur"	"Kota Balikpapan"	"BPN"	"Balikpapan"
"ID"	"Kalimantan Timur"	"Kota Balikpapan"	"BPN"	"Balikpapan Barat"
"ID"	"Kalimantan Timur"	"Kota Balikpapan"	"BPN"	"Balikpapan Selatan"
"ID"	"Kalimantan Timur"	"Kota Balikpapan"	"BPN"	"Balikpapan Tengah"
"ID"	"Kalimantan Timur"	"Kota Balikpapan"	"BPN"	"Balikpapan Timur"
"ID"	"Kalimantan Timur"	"Kota Balikpapan"	"BPN"	"Balikpapan Utara"
"ID"	"Sulawesi Selatan"	"Kab. Pangkajene Kepulauan"	"UPG"	"Balocci"
"ID"	"Jawa Timur"	"Kab. Ponorogo"	"MDN"	"Balong"
"ID"	"Jawa Barat"	"Kab. Indramayu"	"CBN"	"Balongan"
"ID"	"Jawa Timur"	"Kab. Sidoarjo"	"MJK"	"Balongbendo"
"ID"	"Jawa Timur"	"Kab.Gresik"	"SUB"	"Balongpanggang"
"ID"	"Jawa Barat"	"Kab. Garut"	"BDO"	"Balubur Limbangan"
"ID"	"Jawa Timur"	"Kab. Jember"	"JBR"	"Balung"
"ID"	"Sulawesi Selatan"	"Kab. Barru"	"UPG"	"Balusu"
"ID"	"Sulawesi Selatan"	"Kab. Tana Toraja Utara"	"UPG"	"Balusu"
"ID"	"Sulawesi Barat"	"Kab. Mamuju Utara"	"UPG"	"Bambalamotu"
"ID"	"D.I. Yogyakarta"	"Kab. Bantul"	"JOG"	"Bambanglipuro"
"ID"	"Nad"	"Kab. Aceh Tenggara"	"BTJ"	"Bambel"
"ID"	"Kalimantan Tengah"	"Kab. Pulang Pisau"	"PKY"	"Banamatingang"
"ID"	"Sulawesi Tengah"	"Kab. Donggala"	"PLW"	"Banawa"
"ID"	"Jawa Tengah"	"Kab. Semarang"	"SRG"	"Bancak"
"ID"	"Jawa Timur"	"Kab. Tuban"	"SUB"	"Bancar"
"ID"	"Maluku"	"Kab. Maluku Tengah"	"AMQ"	"Banda"
"ID"	"Nad"	"Kota Banda Aceh"	"BTJ"	"Banda Aceh"
"ID"	"Nad"	"Kab. Aceh Timur"	"BTJ"	"Banda Alam"
"ID"	"Nad"	"Kota Banda Aceh"	"BTJ"	"Banda Raya"
"ID"	"Nad"	"Kota Lhokseumawe"	"BTJ"	"Banda Sakti"
"ID"	"Nad"	"Kab. Bener Meriah"	"BTJ"	"Bandar"
"ID"	"Jawa Tengah"	"Kab. Batang"	"SRG"	"Bandar"
"ID"	"Sumatera Utara"	"Kab. Simalungun"	"MES"	"Bandar"
"ID"	"Jawa Timur"	"Kab. Pacitan"	"MDN"	"Bandar"
"ID"	"Nad"	"Kab. Pidie Jaya"	"BTJ"	"Bandar Baru"
"ID"	"Nad"	"Kab. Pidie Jaya"	"BTJ"	"Bandar Dua"
"ID"	"Sumatera Utara"	"Kab. Simalungun"	"MES"	"Bandar Huluan"
"ID"	"Lampung"	"Kab. Lampung Tengah"	"TKG"	"Bandar Jaya"
"ID"	"Jawa Timur"	"Kab. Jombang"	"SUB"	"Bandar Kedungmulyo"
"ID"	"Sumatera Utara"	"Kab. Serdang Bedagai"	"MES"	"Bandar Khalipah"
"ID"	"Lampung"	"Kota Bandar Lampung"	"TKG"	"Bandar Lampung"
"ID"	"Sumatera Utara"	"Kab. Simalungun"	"MES"	"Bandar Masilam"
"ID"	"Lampung"	"Kab. Lampung Tengah"	"TKG"	"Bandar Mataram"
"ID"	"Sumatera Utara"	"Kab. Asahan"	"MES"	"Bandar Pasir Mandoge"
"ID"	"Sumatera Utara"	"Kab. Asahan"	"MES"	"Bandar Pulau"
"ID"	"Kepulauan Riau"	"Kab. Bintan"	"TNJ"	"Bandar Sri Bintan"
"ID"	"Lampung"	"Kab. Lampung Timur"	"TKG"	"BANDAR SRIBAWANO"
"ID"	"Lampung"	"Kab. Lampung Tengah"	"TKG"	"Bandar Surabaya"
"ID"	"Sumatera Selatan"	"Kab. Ogan Komering Ulu Selatan"	"PLM"	"Banding Agung"
"ID"	"Jawa Tengah"	"Kab. Magelang"	"MGL"	"Bandongan"
"ID"	"Jawa Barat"	"Kota Bandung"	"BDO"	"Bandung"
"ID"	"Jawa Timur"	"Kab. Tulungagung"	"SUB"	"Bandung"
"ID"	"Jawa Barat"	"Kota Bandung"	"BDO"	"Bandung Kidul"
"ID"	"Jawa Barat"	"Kota Bandung"	"BDO"	"Bandung Kulon"
"ID"	"Jawa Barat"	"Kota Bandung"	"BDO"	"Bandung Wetan"
"ID"	"Sulawesi Barat"	"Kab. Majene"	"UPG"	"Banggae"
"ID"	"Sulawesi Tengah"	"Kab. Banggai Kepulauan"	"PLW"	"Banggai"
"ID"	"Sumatera Barat"	"Kab. Pasuruan"	"PDN"	"Bangil"
"ID"	"Jawa Timur"	"Kab. Tuban"	"SUB"	"Bangilan"
"ID"	"Sulawesi Selatan"	"Kab. Jeneponto"	"UPG"	"Bangkala"
"ID"	"Sulawesi Selatan"	"Kab. Jeneponto"	"UPG"	"Bangkala Barat"
"ID"	"Jawa Timur"	"Kab. Bangkalan"	"SUB"	"Bangkalan"
"ID"	"Sulawesi Selatan"	"Kab. Tana Toraja Utara"	"UPG"	"Bangkelekila"
"ID"	"Riau"	"Kab. Kampar"	"PKU"	"Bangkinang"
"ID"	"Riau"	"Kab. Kampar"	"PKU"	"Bangkinang Barat"
"ID"	"Riau"	"Kab. Kampar"	"PKU"	"Bangkinang Seberang"
"ID"	"Jambi"	"Kab. Merangin"	"DJB"	"Bangko"
"ID"	"Riau"	"Kab. Rokan Hilir"	"PKU"	"Bangko"
"ID"	"Riau"	"Kab. Rokan Hilir"	"PKU"	"Bangko Pusako"
"ID"	"Bali"	"Kab. Bangli"	"DPS"	"Bangli"
"ID"	"Jawa Barat"	"Kab. Indramayu"	"CBN"	"Bangodua"
"ID"	"Jawa Timur"	"Kab. Banyuwangi"	"JBR"	"Bangorejo"
"ID"	"Jawa Timur"	"Kab. Mojokerto"	"MJK"	"Bangsal"
"ID"	"Jawa Timur"	"Kab. Jember"	"JBR"	"Bangsalsari"
"ID"	"Jawa Tengah"	"Kab. Jepara"	"SRG"	"Bangsri"
"ID"	"Sumatera Utara"	"Kab. Deli Serdang"	"MES"	"Bangun Purba"
