Province	City	District	Area Code	CIty Code
Aceh	Kab. Aceh Utara	Tanah Jambo Aye	BTJ21520	BTJ
Sumatera Utara	Kab. Simalungun	Tanah Jawa	MES20619	MES
Kalimantan Timur	Kab. Tana Tidung	Tanah Lia	TRK20404	TRK
Aceh	Kab. Aceh Utara	Tanah Luas	BTJ21519	BTJ
Jawa Timur	Kab. Bangkalan	Tanah Merah	SUB20114	SUB
Riau	Kab. Indragiri Hilir	Tanah Merah	PKU20409	PKU
Papua	Kab. Boven Digoel	Tanah Merah/ Boven Digoel	DJJ20900	DJJ
Papua	Kab. Merauke	Tanah Miring	DJJ20424	DJJ
Aceh	Kab. Aceh Utara	Tanah Pasir	BTJ21521	BTJ
Sumatera Utara	Kab. Dairi	Tanah Pinem	MES10308	MES
Kalimantan Barat	Kab. Melawi	Tanah Pinoh	PNK20808	PNK
Riau	Kab. Rokan Hilir	Tanah Putih	PKU20506	PKU
Riau	Kab. Rokan Hilir	Tanah Putih Tanjung Melawan	PKU20516	PKU
Jambi	Kab. Bungo	Tanah Sepenggal	DJB20306	DJB
Jawa Barat	Kota Bogor	Tanah Sereal	BOO10031	BOO
Kalimantan Selatan	Kab. Murung Raya	Tanah Siang	BDJ20904	BDJ
Kalimantan Timur	Kab. Tana Tidung	Tanah Tidung	TRK20400	TRK
Jambi	Kab. Bungo	Tanah Tumbuh	DJB20307	DJB
Banten	Kab. Serang	Tanara	CLG20522	CLG
Jawa Timur	Kota Surabaya	Tandes	SUB10026	SUB
Sulawesi Barat	Kab. Mamasa	Tanduk Kalua	UPG23410	UPG
Riau	Kab. Rokan Hulu	Tandun	PKU21109	PKU
Sulawesi Selatan	Kab. Barru	Tanete Riaja	UPG20203	UPG
Sulawesi Selatan	Kab. Bone	Tanete Riattang	UPG21825	UPG
Sulawesi Selatan	Kab. Bone	Tanete Riattang Barat	UPG21826	UPG
Sulawesi Selatan	Kab. Bone	Tanete Riattang Timur	UPG21827	UPG
Sulawesi Selatan	Kab. Barru	Tanete Rilau	UPG20204	UPG
Aceh	Kab. Aceh Barat Daya	Tangan Tangan	BTJ21005	BTJ
Jawa Tengah	Kab. Sragen	Tangen	SOC20419	SOC
Banten	Kota Tangerang	Tangerang	TGR10000	TGR
Kalimantan Barat	Kab. Sambas	Tanggaran	PNK21015	PNK
Sulawesi Tenggara	Kab. Kolaka	Tanggetada	KDI20217	KDI
Jawa Barat	Kab. Cianjur	Tanggeung	SMI20122	SMI
Jawa Timur	Kab. Jember	Tanggul	JBR10022	JBR
Jawa Timur	Kab. Sidoarjo	Tanggulangin	SUB20713	SUB
Jawa Timur	Kab. Tulungagung	Tanggung Gunung	SUB21016	SUB
Jawa Tengah	Kab. Grobogan	Tanggungharjo	SRG21114	SRG
Aceh	Kab. Pidie	Tangse	BTJ20418	BTJ
Maluku	Kab. Maluku Tenggara Barat	Tanimbar Selatan	AMQ20812	AMQ
Maluku	Kab. Maluku Tenggara Barat	Tanimbar Utara	AMQ20813	AMQ
Maluku	Kab. Seram Bagian Barat	Taniwel	AMQ20603	AMQ
Kalimantan Selatan	Kab. Tabalong	Tanjung	BDJ10400	BDJ
Jawa Tengah	Kab. Brebes	Tanjung	SRG20514	SRG
Nusa Tenggara Barat	Kab. Lombok Barat	Tanjung	AMI20807	AMI
Sumatera Selatan	Kab. Muara Enim	Tanjung Agung	PLM20503	PLM
Sumatera Utara	Kota Tanjung Balai	Tanjung Balai	MES22500	MES
Sumatera Utara	Kab. Asahan	Tanjung Balai Asahan	MES10115	MES
Kepulauan Riau	Kab. Karimun	Tanjung Balai Karimun	BTH10400	BTH
Sumatera Utara	Kota Tanjung Balai	Tanjung Balai Selatan	MES22503	MES
Sumatera Utara	Kota Tanjung Balai	Tanjung Balai Utara	MES22504	MES
Sumatera Barat	Kab. Tanah Datar	Tanjung Baru	PDG20119	PDG
Sumatera Selatan	Kab. Ogan Ilir	Tanjung Batu	PLM21304	PLM
Kepulauan Riau	Kab. Karimun	Tanjung Batu	BTH10409	BTH
Sumatera Utara	Kab. Serdang Bedagai	Tanjung Beringin	MES22308	MES
Lampung	Kab. Lampung Selatan	Tanjung Bintang	TKG20104	TKG
Nusa Tenggara Timur	Kab. Flores Timur	Tanjung Bunga	KOE20411	KOE
Sumatera Barat	Kab. Tanah Datar	Tanjung Emas	PDG20112	PDG
Sumatera Barat	Kab. Sijunjung	Tanjung Gadang	PDG21908	PDG
Sumatera Barat	Kota Solok	Tanjung Harapan	PDG20940	PDG
Kalimantan Timur	Kab. Paser	Tanjung Harapan	BPN20110	BPN
Lampung	Kota Bandar Lampung	Tanjung Karang Barat	TKG10038	TKG
Lampung	Kota Bandar Lampung	Tanjung Karang Pusat	TKG10039	TKG
Lampung	Kota Bandar Lampung	Tanjung Karang Timur	TKG10040	TKG
Bengkulu	Kab. Kaur	Tanjung Kemuning	BKS21106	BKS
Sumatera Selatan	Kab. Ogan Komering Ilir	Tanjung Lubuk	PLM20208	PLM
Sumatera Utara	Kab. Deli Serdang	Tanjung Morawa	MES10613	MES
Sumatera Barat	Kab. Agam	Tanjung Mutiara	PDG22203	PDG
Kalimantan Timur	Kab. Bulungan	Tanjung Palas	TRK20108	TRK
Kalimantan Timur	Kab. Bulungan	Tanjung Palas Barat	TRK20109	TRK
Kalimantan Timur	Kab. Bulungan	Tanjung Palas Tengah	TRK20110	TRK
Kalimantan Timur	Kab. Bulungan	Tanjung Palas Timur	TRK20111	TRK
Kalimantan Timur	Kab. Bulungan	Tanjung Palas Utara	TRK20112	TRK
Kepulauan Bangka Belitung	Kab. Belitung	Tanjung Pandan	TJQ10000	TJQ
Kepulauan Riau	Kota Tanjung Pinang	Tanjung Pinang	TNJ10000	TNJ
Kepulauan Riau	Kota Tanjung Pinang	Tanjung Pinang Barat	TNJ10017	TNJ
Kepulauan Riau	Kota Tanjung Pinang	Tanjung Pinang Kota	TNJ10018	TNJ
Kepulauan Riau	Kota Tanjung Pinang	Tanjung Pinang Timur	TNJ10019	TNJ
Dki Jakarta	Kota Administrasi Jakarta Utara	Tanjung Priok	CGK10405	CGK
Sumatera Utara	Kab. Langkat	Tanjung Pura	MES20908	MES
Lampung	Kab. Lampung Utara	Tanjung Raja	TKG20221	TKG
Sumatera Selatan	Kab. Ogan Ilir	Tanjung Raja	PLM21305	PLM
Sumatera Barat	Kab. Agam	Tanjung Raya	PDG22204	PDG
Lampung	Kab. Tulang Bawang	Tanjung Raya	TKG21213	TKG
Kalimantan Timur	Kab. Berau	Tanjung Redeb	BPN20200	BPN
Sumatera Selatan	Kab. Lahat	Tanjung Sakti	PLM20314	PLM
Kalimantan Timur	Kab. Bulungan	Tanjung Selor	TRK20100	TRK
Lampung	Kota Bandar Lampung	Tanjung Senang	TKG10041	TKG
Jawa Barat	Kab. Subang	Tanjung Siang	BDO21118	BDO
Sumatera Utara	Kab. Batubara	Tanjung Tiram	MES21505	MES
Kepulauan Riau	Kab. Bintan	Tanjung Uban/Bintan Utara	TNJ10102	TNJ
Jawa Timur	Kab. Nganjuk	Tanjunganom	SUB20412	SUB
Jawa Timur	Kab. Bangkalan	Tanjungbumi	SUB20115	SUB
Jawa Barat	Kab. Tasikmalaya	Tanjungjaya	BDO20640	BDO
Jawa Barat	Kab. Sumedang	Tanjungkerta	BDO20220	BDO
Jawa Barat	Kab. Sumedang	Tanjungmedar	BDO20254	BDO
Lampung	Kab. Lampung Selatan	Tanjungsari	TKG20116	TKG
Jawa Barat	Kab. Sumedang	Tanjungsari	BDO20221	BDO
Jawa Barat	Kab. Bogor	Tanjungsari	BOO20156	BOO
D.I. Yogyakarta	Kab. Gunung Kidul	Tanjungsari	JOG20517	JOG
Jawa Tengah	Kab. Sragen	Tanon	SOC20418	SOC
Sulawesi Selatan	Kab. Maros	Tanralili	UPG20806	UPG
Kalimantan Selatan	Kab. Tabalong	Tanta	BDJ10409	BDJ
Gorontalo	Kota Bone Bolango	Tapa	GTO20303	GTO
Aceh	Kab. Aceh Selatan	Tapak Tuan	BTJ20600	BTJ
Sulawesi Barat	Kab. Mamuju	Tapalang Barat	UPG20712	UPG
Sulawesi Barat	Kab. Polewali Mandar	Tapango	UPG21218	UPG
Jawa Timur	Kab. Bondowoso	Tapen	JBR20212	JBR
Sumatera Utara	Kab. Simalungun	Tapian Dolok	MES20620	MES
Sumatera Utara	Kab. Tapanuli Tengah	Tapian Nauli	MES10213	MES
Kalimantan Selatan	Kab. Tampin	Tapin Selatan	BDJ20511	BDJ
Kalimantan Selatan	Kab. Tampin	Tapin Tengah	BDJ20510	BDJ
Kalimantan Selatan	Kab. Tampin	Tapin Utara	BDJ20512	BDJ
Sulawesi Barat	Kab. Mamuju	Tappalang	UPG20705	UPG
Riau	Kab. Kampar	Tapung	PKU20123	PKU
Riau	Kab. Kampar	Tapung Hilir	PKU20124	PKU
Riau	Kab. Kampar	Tapung Hulu	PKU20125	PKU
Sumatera Utara	Kab. Humbang Hasudutan	Tarabintang	MES21609	MES
Jawa Barat	Kab. Tasikmalaya	Taraju	BDO20611	BDO
Kalimantan Timur	Kota Tarakan	Tarakan	TRK10000	TRK
Kalimantan Timur	Kota Tarakan	Tarakan Barat	TRK10011	TRK
Kalimantan Timur	Kota Tarakan	Tarakan Tengah	TRK10012	TRK
Kalimantan Timur	Kota Tarakan	Tarakan Timur	TRK10013	TRK
Kalimantan Timur	Kota Tarakan	Tarakan Utara	TRK10014	TRK
Sulawesi Utara	Kab. Minahasa Selatan	Tareran	MDC20905	MDC
Jawa Timur	Kab. Sidoarjo	Tarik	MJK10025	MJK
Jawa Barat	Kab. Garut	Tarogong Kaler	BDO20744	BDO
Jawa Barat	Kab. Garut	Tarogong Kidul	BDO20745	BDO
Jawa Timur	Kab. Kediri	Tarokan	KDR10015	KDR
Jawa Tengah	Kab. Tegal	Tarub	SRG21416	SRG
Jawa Barat	Kab. Bekasi	Tarumajaya	BKI10122	BKI
Sumatera Utara	Kab. Tapanuli Utara	Tarutung	MES21000	MES
Nusa Tenggara Timur	Kab. Belu	Tasefeto Barat	KOE20108	KOE
Nusa Tenggara Timur	Kab. Belu	Tasifeto Timur	KOE20109	KOE
Kalimantan Tengah	Kab. Katingan	Tasik Payawan	PKY20208	PKY
Jawa Tengah	Kab. Karang Anyar	Tasikmadu	SOC20216	SOC
Jawa Barat	Kota Tasikmalaya	Tasikmalaya	BDO20300	BDO
Sulawesi Utara	Kab. Kepulauan Sangihe	Tatoareng	MDC20222	MDC
Sulawesi Tengah	Kab. Donggala	Tawaeli	PLW20713	PLW
Jawa Barat	Kota Tasikmalaya	Tawang	BDO20337	BDO
Jawa Tengah	Kab. Grobogan	Tawangharjo	SRG21115	SRG
Jawa Tengah	Kab. Karang Anyar	Tawangmangu	SOC20212	SOC
Jawa Tengah	Kab. Sukoharjo	Tawangsari	SOC20505	SOC
Kalimantan Barat	Kab. Sanggau	Tayan Hilir	PNK10218	PNK
Kalimantan Barat	Kab. Sanggau	Tayan Hulu	PNK10217	PNK
Jawa Tengah	Kab. Pati	Tayu	SRG20916	SRG
Kalimantan Barat	Kab. Sambas	Tebas	PNK21006	PNK
Bengkulu	Kab. Kepahiang	Tebat Karai	BKS21202	BKS
Dki Jakarta	Kota Administrasi Jakarta Selatan	Tebet	CGK10209	CGK
Kepulauan Riau	Kab. Karimun	Tebing	BTH10408	BTH
Sumatera Utara	Kota Tebing Tinggi	Tebing Tinggi	MES21100	MES
Sumatera Selatan	Kab. Empat Lawang	Tebing Tinggi	PLM21100	PLM
Riau	Kab. Meranti	Tebing Tinggi	PKU21305	PKU
Riau	Kab. Meranti	Tebing Tinggi Barat	PKU21306	PKU
Sumatera Utara	Kab. Serdang Bedagai	Tebingtinggi	MES22309	MES
Jambi	Kab. Tebo	Tebo Ilir	DJB20905	DJB
Jambi	Kab. Tebo	Tebo Tengah	DJB20906	DJB
Jambi	Kab. Tebo	Tebo Ulu	DJB20907	DJB
Jawa Tengah	Kota Tegal	Tegal	SRG21500	SRG
Jawa Tengah	Kota Tegal	Tegal Barat	SRG21509	SRG
Jawa Barat	Kab. Sukabumi	Tegal Buleud	SMI10044	SMI
Bali	Kab. Gianyar	Tegal Lalang	DPS20305	DPS
Jawa Tengah	Kota Tegal	Tegal Selatan	SRG21510	SRG
Jawa Tengah	Kota Tegal	Tegal Timur	SRG21511	SRG
Jawa Timur	Kab. Bondowoso	Tegalampel	JBR20213	JBR
Jawa Timur	Kab. Banyuwangi	Tegaldlimo	JBR20115	JBR
Jawa Timur	Kab. Pacitan	Tegalombo	MDN20310	MDN
D.I. Yogyakarta	Kota Yogyakarta	Tegalrejo	JOG10001	JOG
Jawa Tengah	Kab. Magelang	Tegalrejo	MGL10512	MGL
Jawa Timur	Kab. Banyuwangi	Tegalsari	JBR20123	JBR
Jawa Timur	Kota Surabaya	Tegalsari	SUB10027	SUB
Jawa Timur	Kab. Probolinggo	Tegalsiwalan	PBL10020	PBL
Jawa Barat	Kab. Karawang	Tegalwaru	KRW10017	KRW
Jawa Barat	Kab. Purwakarta	Tegalwaru	BDO20811	BDO
Lampung	Kab. Pesawaran	Tegineneng	TKG21405	TKG
Jawa Tengah	Kab. Grobogan	Tegowanu	SRG21116	SRG
Maluku	Kab. Maluku Tengah	Tehoru	AMQ20115	AMQ
Bali	Kab. Buleleng	Tejakula	DPS20608	DPS
Kalimantan Barat	Kab. Sambas	Tekarang	PNK21016	PNK
Jawa Timur	Kab. Lumajang	Tekung	PBL20114	PBL
Gorontalo	Kab. Gorontalo	Telaga	GTO20117	GTO
Kalimantan Selatan	Kab. Hulu Sungai Selatan	Telaga Langsat	BDJ10209	BDJ
Jambi	Kota Jambi	Telanaipura	DJB10017	DJB
Kalimantan Timur	Kab. Kutai Timur	Telen	BTG20117	BTG
Sulawesi Selatan	Kab. Sinjai	Tellu Limpoe	UPG21510	UPG
Sulawesi Selatan	Kab. Bone	Tellu Siattinge	UPG21816	UPG
Sulawesi Selatan	Kab. Sindenreng Rappang	Tellulimpo E	UPG21305	UPG
Sulawesi Selatan	Kota Palopo	Telluwanua	UPG21020	UPG
Jawa Tengah	Kab. Pati	Telogowungu	SRG20917	SRG
Kalimantan Barat	Kab. Pontianak	Telok Pa'kedai	PNK20909	PNK
Maluku	Kota Ambon	Teluk Ambon	AMQ10008	AMQ
Maluku	Kota Ambon	Teluk Ambon Baguala	AMQ10007	AMQ
Papua Barat	Kab. Kaimana	Teluk Arguni	SOQ20102	SOQ
Riau	Kab. Indragiri Hilir	Teluk Balengkong	PKU20415	PKU
Kalimantan Barat	Kab. Kayong Utara	Teluk Batang	PNK21303	PNK
Kalimantan Timur	Kab. Berau	Teluk Bayur	BPN20211	BPN
Lampung	Kota Bandar Lampung	Teluk Betung Barat	TKG10042	TKG
Lampung	Kota Bandar Lampung	Teluk Betung Selatan	TKG10043	TKG
Lampung	Kota Bandar Lampung	Teluk Betung Utara	TKG10044	TKG
Kepulauan Riau	Kab. Bintan	Teluk Bintan	TNJ10105	TNJ
Sumatera Utara	Kab. Nias Selatan	Teluk Dalam	MES21800	MES
Aceh	Kab. Simeuleu	Teluk Dalam	BTJ22106	BTJ
Papua Barat	Kab. Kaimana	Teluk Etna	SOQ20103	SOQ
Kalimantan Barat	Kab. Sambas	Teluk Keramat	PNK21007	PNK
Papua	Kab. Nabire	Teluk Kimi	NBX30009	NBX
Riau	Kab. Kuantan Sengingi	Teluk Kuantan	PKU20900	PKU
Papua Barat	Kab. Raja Ampat	Teluk Mayalibit	SOQ20306	SOQ
Sumatera Utara	Kab. Serdang Bedagai	Teluk Mengkudu	MES22310	MES
Riau	Kab. Palalawan	Teluk Meranti	PKU21008	PKU
Nusa Tenggara Timur	Kab. Alor	Teluk Mutiara	KOE20209	KOE
Sumatera Utara	Kota Tanjung Balai	Teluk Nibung	MES22505	MES
Kalimantan Barat	Kab. Kubu Raya	Teluk Pakedai	PNK21205	PNK
Kalimantan Timur	Kab. Kutai Timur	Teluk Pandan	BTG20101	BTG
Kepulauan Riau	Kab. Bintan	Teluk Sebong	TNJ10106	TNJ
Bengkulu	Kota Bengkulu	Teluk Segara	BKS10027	BKS
Papua	Kab. Nabire	Teluk Umar	NBX30010	NBX
Jawa Barat	Kab. Karawang	Telukjambe Barat	KRW10014	KRW
Jawa Barat	Kab. Karawang	Telukjambe Timur	KRW10029	KRW
Banten	Kab. Tangerang	Teluknaga	TGR10114	TGR
Jawa Tengah	Kab. Temanggung	Temanggung	MGL10400	MGL
Jawa Tengah	Kab. Bojonegoro	Temayang	SRG20421	SRG
Papua	Kab. Mimika	Tembaga Pura	TIM10012	TIM
Jawa Tengah	Kota Semarang	Tembalang	SRG10015	SRG
Jawa Tengah	Kab. Temanggung	Tembarak	MGL10411	MGL
Jawa Timur	Kab. Jombang	Tembelang	SUB20218	SUB
Riau	Kab. Indragiri Hilir	Tembilahan	PKU20400	PKU
Riau	Kab. Indragiri Hilir	Tembilahan Hulu	PKU20416	PKU
Bali	Kab. Bangli	Tembuku	DPS20203	DPS
Papua Barat	Kab. Teluk Bintuni	Tembuni	SOQ20509	SOQ
Riau	Kab. Rokan Hulu	Tembusai	PKU21110	PKU
Riau	Kab. Rokan Hulu	Tembusai Utara	PKU21111	PKU
Papua Barat	Kab. Sorong Selatan	Teminabuan	SOQ20400	SOQ
D.I. Yogyakarta	Kab. Kulon Progo	Temon	JOG20411	JOG
Sulawesi Selatan	Kab. Wajo	Tempe	UPG21414	UPG
Jawa Timur	Kab. Lumajang	Tempeh	PBL20116	PBL
D.I. Yogyakarta	Kab. Sleman	Tempel	JOG20312	JOG
Kepulauan Bangka Belitung	Kab. Bangka Barat	Tempilang	PGK10302	PGK
Riau	Kab. Indragiri Hilir	Tempuling	PKU20410	PKU
Kalimantan Barat	Kab. Sintang	Tempunak	PNK10417	PNK
Jawa Barat	Kab. Karawang	Tempuran	KRW10015	KRW
Jawa Tengah	Kab. Magelang	Tempuran	MGL10513	MGL
Jawa Timur	Kab. Jember	Tempurejo	JBR10023	JBR
Jawa Timur	Kab. Lumajang	Tempursari	PBL20115	PBL
Riau	Kota Pekanbaru	Tenayan Raya	PKU10019	PKU
Sulawesi Utara	Kab. Minahasa Selatan	Tenga	MDC20906	MDC
Jambi	Kab. Tebo	Tengah Ilir	DJB20908	DJB
Jawa Barat	Kab. Cirebon	Tengah Tani	CBN20436	CBN
Jawa Tengah	Kab. Semarang	Tengaran	SRG21616	SRG
Jawa Timur	Kab. Bondowoso	Tenggarang	JBR20214	JBR
Kalimantan Timur	Kab. Kutai Kartanegara	Tenggarong	SMD20100	SMD
Kalimantan Timur	Kab. Kutai Kartanegara	Tenggarong Seberang	SMD20132	SMD
Jawa Timur	Kota Surabaya	Tenggilis Mejoyo	SUB10028	SUB
Jawa Barat	Kab. Bogor	Tenjo	BOO20141	BOO
Jawa Barat	Kab. Bogor	Tenjolaya	BOO20157	BOO
Maluku	Kab. Maluku Tengah	Teon Nila Serua	AMQ20116	AMQ
D.I. Yogyakarta	Kab. Gunung Kidul	Tepus	JOG20512	JOG
Aceh	Kab. Gayo Lues	Terangon	BTJ21704	BTJ
Nusa Tenggara Barat	Kab. Lombok Timur	Terara	AMI20409	AMI
Jawa Tengah	Kab. Boyolali	Teras	SOC20115	SOC
Bengkulu	Kab. Muko-Muko	Teras Terunjam	BKS21405	BKS
Lampung	Kab. Lampung Tengah	Terbanggi Besar / Bandar Jaya	TKG20906	TKG
Kalimantan Barat	Kab. Kubu Raya	Terentang	PNK21206	PNK
Kalimantan Barat	Kab. Bengkayang	Teriak	PNK20609	PNK
Aceh	Kab. Gayo Lues	Teripe Jaya	BTJ21709	BTJ
Maluku Utara	Kota Ternate	Ternate	TTE10000	TTE
Maluku Utara	Kota Ternate	Ternate Selatan	TTE10022	TTE
Maluku Utara	Kota Ternate	Ternate Utara	TTE10023	TTE
Jawa Tengah	Kab. Batang	Tersono	SRG20208	SRG
Lampung	Kab. Lampung Tengah	Terusan Nunyai	TKG20922	TKG
Aceh	Kab. Aceh Jaya	Teunom	BTJ21105	BTJ
Aceh	Kab. Simeuleu	Teupah Barat	BTJ22108	BTJ
Aceh	Kab. Simeuleu	Teupah Selatan	BTJ22107	BTJ
Kalimantan Tengah	Kab. Gunung Mas	Tewah	PKY20406	PKY
Kalimantan Tengah	Kab. Katingan	Tewang Sangalang Garing	PKY20209	PKY
Kalimantan Selatan	Kab. Barito Utara	Teweh Tengah	BDJ20706	BDJ
Kalimantan Selatan	Kab. Barito Utara	Teweh Timur	BDJ20705	BDJ
Gorontalo	Kab. Gorontalo	Tibawa	GTO20109	GTO
Maluku Utara	Kota Tidore	Tidore	TTE20800	TTE
Maluku Utara	Kota Tidore	Tidore Selatan	TTE20803	TTE
Maluku Utara	Kota Tidore	Tidore Utara	TTE20804	TTE
Sumatera Utara	Kab. Karo	Tiga Binanga	MES20811	MES
Sumatera Utara	Kab. Dairi	Tiga Lingga	MES10309	MES
Sumatera Utara	Kab. Karo	Tiga Panah	MES20812	MES
Banten	Kab. Tangerang	Tigaraksa	TGR10100	TGR
Papua	Kab. Deiyai	Tigi	NBX30600	NBX
Papua	Kab. Deiyai	Tigi Barat	NBX30604	NBX
Papua	Kab. Deiyai	Tigi Timur	NBX30603	NBX
Sumatera Barat	Kab. Solok	Tigo Lurah	PDG21714	PDG
Sulawesi Selatan	Kab. Tana Toraja Utara	Tikala	UPG20639	UPG
Sulawesi Utara	Kota Manado	Tikala	MDC10026	MDC
Sulawesi Tenggara	Kab. Muna	Tikep	KDI20328	KDI
Jawa Timur	Kab. Lamongan	Tikung	SUB10223	SUB
Gorontalo	Kab. Boalemo	Tilamuta	GTO20200	GTO
Sumatera Barat	Kab. Agam	Tilatang Kamang	PDG22212	PDG
Aceh	Kab. Bener Meriah	Timang Gajah	BTJ21606	BTJ
Papua	Kab. Mimika	Timika	TIM10000	TIM
Kalimantan Tengah	Kab. Kapuas	Timpah	PKY20314	PKY
Sumatera Utara	Kab. Pakpak Barat	Tinada	MES22107	MES
Sulawesi Barat	Kab. Polewali Mandar	Tinambung	UPG21206	UPG
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Tinanggea	KDI20810	KDI
Sulawesi Tengah	Kab. Banggai Kepulauan	Tinangkung	PLW20507	PLW
Sulawesi Selatan	Kab. Goa	Tinggimoncong	UPG21607	UPG
Jawa Tengah	Kota Salatiga	Tingkir	SRG21311	SRG
Sulawesi Tengah	Kab. Parigi Moutong	Tinombo	PLW20906	PLW
Sulawesi Tengah	Kab. Parigi Moutong	Tinombo Selatan	PLW20907	PLW
Sulawesi Tengah	Kab. Buol	Tiolan	PLW20609	PLW
Papua	Kab. Jayawijaya	Tiom	DJJ20711	DJJ
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Tionas	KOE20722	KOE
Sulawesi Tenggara	Kab. Kolaka	Tirawuta	KDI20209	KDI
Jawa Timur	Kab. Probolinggo	Tiris	PBL10021	PBL
Aceh	Kab. Pidie	Tiro/Truseb	BTJ20419	BTJ
Sulawesi Selatan	Kab. Pinrang	Tiroang	UPG21111	UPG
Jawa Barat	Kab. Karawang	Tirtajaya	KRW10030	KRW
Jawa Barat	Kab. Karawang	Tirtamulya	KRW10016	KRW
Banten	Kab. Serang	Tirtayasa	CLG20523	CLG
Jawa Tengah	Kab. Pekalongan	Tirto	SRG22215	SRG
Jawa Tengah	Kab. Wonogiri	Tirtomoyo	SOC20622	SOC
Jawa Timur	Kab. Malang	Tirtoyudo	MXG20322	MXG
Aceh	Kab. Pidie	Titeua/Keumala	BTJ20420	BTJ
Nusa Tenggara Timur	Kab. Flores Timur	Titihena	KOE20417	KOE
Sulawesi Tenggara	Kab. Muna	Tiworo Tengah	KDI20329	KDI
Jawa Timur	Kab. Pamekasan	Tlanakan	SUB20510	SUB
Jawa Tengah	Kab. Temanggung	Tlogomulyo	MGL10415	MGL
Jawa Timur	Kab. Bondowoso	Tlogosari	JBR20215	JBR
Kalimantan Barat	Kab. Sanggau	Toba	PNK10219	PNK
Sulawesi Barat	Kab. Mamuju	Tobadak	UPG20713	UPG
Maluku Utara	Kab. Halmahera Utara	Tobelo	TTE20600	TTE
Maluku Utara	Kab. Halmahera Utara	Tobelo Selatan	TTE20601	TTE
Kepulauan Bangka Belitung	Kab. Bangka Selatan	Toboali	PGK10500	PGK
Jawa Tengah	Kab. Blora	Todanan	SRG20307	SRG
Sulawesi Tengah	Kab. Tojo Una-Una	Togean	PLW21002	PLW
Kalimantan Barat	Kab. Pontianak	Toho	PNK20911	PNK
Sulawesi Tengah	Kab. Banggai	Toili	PLW20117	PLW
Sulawesi Tengah	Kab. Tojo Una-Una	Tojo	PLW21003	PLW
Sulawesi Tengah	Kab. Tojo Una-Una	Tojo Barat	PLW21004	PLW
Gorontalo	Kab. Gorontalo	Tolangohula	GTO20118	GTO
Gorontalo	Kab. Gorontalo	Tolinggula	GTO20119	GTO
Gorontalo	Kab. Gorontalo Utara	Tolingula	GTO20404	GTO
Sulawesi Tengah	Kab. Toli-Toli	Toli-Toli	PLW20300	PLW
Sulawesi Utara	Kab. Minahasa	Tombariri	MDC20318	MDC
Sulawesi Utara	Kab. Minahasa Selatan	Tombasian	MDC20907	MDC
Sulawesi Utara	Kab. Minahasa Tenggara	Tombatu	MDC21002	MDC
Sulawesi Selatan	Kab. Goa	Tombolo Pao	UPG21612	UPG
Sulawesi Utara	Kab. Minahasa	Tombulu	MDC20319	MDC
Sulawesi Tenggara	Kab. Wakatobi	Tomia	KDI20903	KDI
Sulawesi Tengah	Kab. Parigi Moutong	Tomini	PLW20908	PLW
Sulawesi Barat	Kab. Mamuju	Tommo	UPG20714	UPG
Jawa Barat	Kab. Sumedang	Tomo	BDO20222	BDO
Sulawesi Utara	Kota Tomohon	Tomohon	MDC21100	MDC
Sulawesi Utara	Kota Tomohon	Tomohon Barat	MDC21101	MDC
Sulawesi Utara	Kota Tomohon	Tomohon Selatan	MDC21102	MDC
Sulawesi Utara	Kota Tomohon	Tomohon Tengah	MDC21103	MDC
Sulawesi Utara	Kota Tomohon	Tomohon Timur	MDC21104	MDC
Sulawesi Utara	Kota Tomohon	Tomohon Utara	MDC21105	MDC
Sulawesi Selatan	Kab. Luwu Timur	Tomoni	UPG23205	UPG
Sulawesi Utara	Kab. Minahasa	Tompaso	MDC20311	MDC
Sulawesi Utara	Kab. Minahasa Selatan	Tompaso Baru	MDC20908	MDC
Sulawesi Selatan	Kab. Bantaeng	Tompobulu	UPG20102	UPG
Sulawesi Selatan	Kab. Goa	Tompobulu	UPG21608	UPG
Sulawesi Selatan	Kab. Maros	Tompu Bulu	UPG20813	UPG
Sulawesi Utara	Kab. Minahasa	Tondano	MDC20300	MDC
Sulawesi Utara	Kab. Minahasa	Tondano Barat	MDC20320	MDC
Sulawesi Utara	Kab. Minahasa	Tondano Selatan	MDC20321	MDC
Sulawesi Utara	Kab. Minahasa	Tondano Timur	MDC20322	MDC
Sulawesi Utara	Kab. Minahasa	Tondano Utara	MDC20323	MDC
Sulawesi Selatan	Kab. Tana Toraja Utara	Tondon Nanggala	UPG20614	UPG
Sulawesi Selatan	Kab. Pangkajene Kepulauan	Tondong Talasa	UPG22112	UPG
Jawa Timur	Kab. Probolinggo	Tongas	PBL10022	PBL
Sulawesi Tenggara	Kab. Konawe	Tongauna	KDI20413	KDI
Sulawesi Tenggara	Kab. Muna	Tongkuno	KDI20314	KDI
Jawa Tengah	Kab. Brebes	Tonjong	SRG20515	SRG
Sulawesi Selatan	Kab. Bone	Tonra	UPG21817	UPG
Sulawesi Barat	Kab. Mamuju	Topoyo	UPG20715	UPG
Papua	Kab. Sarmi	Tor Atas	DJJ21504	DJJ
Sumatera Utara	Kab. Labuhan Batu	Torgamba	MES20724	MES
